input_text,aspect,polarity,extracted_nouns
wont go place good meal,food,negative,"['place', 'meal']"
try lasagnette appetizer,food,positive,['appetizer']
ive never actually proper ive delivered times,anecdotesmiscellaneous,neutral,['times']
first time gf 12 month anniversary,anecdotesmiscellaneous,neutral,"['month', 'time', 'anniversary']"
decor nice though service spotty,ambience,positive,"['service', 'decor']"
prices way high get,price,negative,"['prices', 'way']"
wine cheese plate plentiful cant wait try fondue table grilling,food,positive,"['table', 'cheese', 'grilling', 'plate', 'wine']"
took 15 minutes put water glasses,service,negative,"['water', 'glasses', 'minutes']"
went 600 pm specifically pretheater menu 1995 roasted tomato soup chevre steak frites creme brulee marvelous,price,positive,"['steak', 'soup', 'menu', 'pm', 'tomato']"
surprisingly nothing could truth,anecdotesmiscellaneous,positive,[]
frankenstein show best,anecdotesmiscellaneous,positive,[]
never brought us complimentary noodles ignored repeated requests sugar threw dishes table,service,negative,"['sugar', 'dishes', 'table', 'requests', 'noodles']"
great wine list reasonably pricedsara,food,positive,"['wine', 'list']"
conveniently located right bedford ave,anecdotesmiscellaneous,positive,[]
anyhow able sit long wanted chat nice,ambience,positive,[]
times extremely dissappointed service boarderline rude,service,negative,"['service', 'times']"
hand fooled easily find hundreds restaurants give service ambiance par alain ducasse food outshine presentaion taste choice quality quantity,ambience,conflict,"['restaurants', 'quality', 'hundreds', 'hand', 'quantity', 'choice', 'ambiance', 'service', 'taste']"
gentleman maybe manager came table without much smile greeting asked order,service,negative,"['order', 'table', 'manager', 'smile', 'gentleman']"
im surprised bad reviews posted ive tamarind 5 6 times always come away extremely satisfied looking forward returning,anecdotesmiscellaneous,positive,"['reviews', 'tamarind', 'times']"
sandwiches dry tasteless way overpriced,food,negative,"['way', 'sandwiches']"
yet paired rude service would never recommend anyone interested carrying kind conversation,service,negative,"['conversation', 'service']"
however think jeckll hydes one places fun,anecdotesmiscellaneous,positive,['places']
food served small tasting portions option good dish better next,food,positive,"['dish', 'food', 'portions', 'tasting', 'option']"
table service could little attentive someone also works service industry understood busy,service,conflict,"['table', 'industry', 'service']"
cheap mean portions small food nasty great,price,positive,"['mean', 'food', 'portions']"
pretty place overly cute french way food insultingly horrible,food,negative,"['food', 'place', 'way']"
would recommend roxys food,food,negative,['food']
happens ask real naan,anecdotesmiscellaneous,neutral,[]
answer phone youre lucky dont hang,service,negative,['phone']
one great place eat pizza good place takeout pizza,food,conflict,"['place', 'takeout', 'pizza']"
based reviews dinner place would reconsider revisiting definitely dim sum,food,conflict,"['dinner', 'place', 'reviews', 'sum']"
bagels fabulous,food,positive,['bagels']
would return place,anecdotesmiscellaneous,positive,['place']
good wine choices,food,positive,"['wine', 'choices']"
portions small sauces overlyambitious usually inedible service still good restaurant due popularity seems frantic,service,positive,"['portions', 'popularity', 'sauces', 'service', 'restaurant']"
whole set truly unprofessional wish cafe noir would get good staff despite current one great place,service,negative,"['noir', 'cafe', 'wish', 'staff', 'whole', 'place']"
great surprise,anecdotesmiscellaneous,positive,['surprise']
arrived time reservation seated promptlythe,service,positive,"['reservation', 'time']"
even getting pushed noclass famous rays sal risen carry fathers uncles legacies smile true love community lets forget outstanding pizza,food,positive,"['legacies', 'rays', 'uncles', 'love', 'fathers', 'community', 'pizza']"
price small portions,price,negative,['portions']
great idea base restaurant work details people think good need go back shore towns rethink tasted like,anecdotesmiscellaneous,conflict,"['need', 'details', 'idea', 'towns', 'shore', 'people', 'restaurant', 'work', 'base']"
youre sitting main dining room spectacular handpainted high ceiling youd never know world outside,ambience,positive,"['world', 'room', 'dining', 'ceiling']"
even get packages chutneys stock fridge,service,positive,"['fridge', 'packages', 'stock', 'chutneys']"
open late well late ever got im night person,anecdotesmiscellaneous,positive,"['night', 'person', 'm']"
lot variety even people eat vegetarian like,food,positive,"['people', 'lot', 'variety']"
ripoff 895 four small meat patties steamed buns worth trying,food,negative,"['meat', 'buns', 'patties']"
spreads toppings great though bit pricey,price,negative,"['bit', 'toppings']"
solid wine list knowledgeable staff friendly owners adventurous everchanging menu keep us coming back,service,positive,"['list', 'everchanging', 'menu', 'owners', 'staff', 'wine']"
never better enjoyed humble root vegetables mushroom consomme chef accomplishes without fats,food,positive,"['fats', 'mushroom', 'vegetables', 'root', 'chef']"
staffs friendly taste covers,service,negative,"['staffs', 'taste']"
great eats good times,anecdotesmiscellaneous,positive,['times']
ive never bad service fish fresh delicious,service,positive,"['delicious', 'service', 'fish']"
brought glasses bottle left bottle table,service,negative,"['table', 'glasses', 'bottle']"
murray wont,service,negative,[]
great romantic evening fun evening friends,ambience,positive,"['friends', 'fun', 'evening']"
tiny felt like eating someones living room,ambience,negative,"['someones', 'living', 'room']"
plus entrees held kitchen busy saturday night owner sent complimentary summer rolls hold us,service,positive,"['entrees', 'owner', 'rolls', 'kitchen', 'summer', 'night']"
late nite omelletes good variety,food,negative,['variety']
although one night went super cheesy another night less cheesy,food,conflict,['night']
delivery fast,service,positive,['delivery']
sushi average prices anything,food,neutral,"['prices', 'sushi']"
girlfiends ate og last night,anecdotesmiscellaneous,neutral,"['night', 'girlfiends']"
could get toaster,anecdotesmiscellaneous,negative,['toaster']
food average service pathetic ambience,food,negative,"['ambience', 'food', 'service']"
service wine selection ambiance outstanding deserve recognition,ambience,positive,"['recognition', 'wine', 'ambiance', 'selection', 'service']"
lived ny many years dined many restaraunts,anecdotesmiscellaneous,neutral,"['years', 'restaraunts']"
hate hate hate place,anecdotesmiscellaneous,negative,[]
boyfriend new england chowder good think award go lobster bisque,food,positive,"['bisque', 'award', 'boyfriend']"
vegetarian really isnt good place go,anecdotesmiscellaneous,negative,['place']
restaurant rather small lucky get table quickly,service,positive,"['table', 'get', 'restaurant']"
everything soft bread soggy salad 50 minute wait time incredibly rude service deliver average food,food,negative,"['food', 'bread', 'time', 'salad', 'minute', 'wait', 'service']"
staff nice seemed really stressed unisex bathroom needs cleaned often,service,conflict,"['bathroom', 'staff']"
food good expensive casualness,food,conflict,"['casualness', 'food']"
generally like good restaurants eat often kai way expensive got,price,negative,"['restaurants', 'way']"
interesting selection good wines service fine fun decor,service,positive,"['wines', 'service', 'fun', 'selection', 'decor']"
go back every time city,anecdotesmiscellaneous,positive,"['time', 'city']"
service wine selection ambiance outstanding deserve recognition,food,positive,"['recognition', 'wine', 'ambiance', 'selection', 'service']"
problem since paid 20 bucks dish order 5 dishes get decent taste,food,negative,"['dish', 'order', 'dishes', 'bucks', 'problem', 'taste']"
environment romantic food horrible service pathetic gabriella lies everything could,ambience,positive,"['environment', 'food', 'service']"
ive lived nyc life never seen many waterbugs one place except really bad dream,ambience,negative,"['waterbugs', 'place', 'dream', 'life']"
first dal bukhara rocks,anecdotesmiscellaneous,positive,['rocks']
seated outside waiter spilled red wine hot tea date,service,negative,"['date', 'waiter', 'tea', 'wine']"
say bengali fast food joint clearly favorite,anecdotesmiscellaneous,positive,['food']
food good expensive casualness,price,negative,"['casualness', 'food']"
fell love egg noodles beef broth shrimp dumplings slices bbq roast pork,food,positive,"['beef', 'pork', 'shrimp', 'roast', 'noodles', 'love', 'dumplings', 'slices', 'egg', 'broth']"
prices line,price,neutral,['prices']
food amazing service attentive personable ambience,service,positive,"['ambience', 'food', 'service']"
food good even order wait incredible,food,positive,"['food', 'order']"
staff always friendly without seeming grating chef greeted us couple occasions,service,positive,"['couple', 'chef', 'occasions', 'staff']"
dont know think respect residents neighborhood ever since opened cabaret next door blasts loud music till three morning every weekend summer,anecdotesmiscellaneous,negative,"['door', 'cabaret', 'morning', 'music', 'residents', 'neighborhood', 'summer', 'weekend', 'respect']"
whitefish salad excellentall whitefish little mayo,food,positive,"['mayo', 'excellentall', 'salad']"
straight cheap good food,price,positive,['food']
constantly open catering pakistani cabbies lined crosby st theres turnover food youd expect ie surprisingly fresh,food,positive,"['catering', 'cabbies', 'turnover', 'food']"
prices high actually think get away charging prices terrible food service,price,negative,"['food', 'prices', 'service']"
nice atmosphere service pleasant desert good,food,positive,"['desert', 'atmosphere', 'service']"
food good well considering tried budget selection though wish pork belly ordered roasted bit longer fat meltinyourmouth experience,food,conflict,"['food', 'pork', 'meltinyourmouth', 'budget', 'experience', 'belly', 'bit', 'selection']"
yes use fancy ingredients even fancy ingredients dont make good pizza unless someone knows get crust right,food,negative,"['ingredients', 'crust', 'pizza']"
zero ambiance boot,ambience,negative,"['ambiance', 'boot']"
work around corner tried colleague first time,anecdotesmiscellaneous,neutral,"['time', 'colleague', 'corner']"
definately check,anecdotesmiscellaneous,positive,[]
however service plain sesame crusted salmon,food,neutral,"['salmon', 'sesame', 'service']"
knowledge chef waitress average,service,negative,"['chef', 'knowledge', 'waitress', 'average']"
food excellent,food,positive,['food']
atmosphere crowded great bistrotype vibe,ambience,conflict,"['vibe', 'atmosphere']"
